Route Name,Grade,Ascents
French Design - Original,10+,0
French Affair,10-/10,0
Marfe,9+,0
Nashpa,9+,0
L'Ourson,10+,0
Coup de Foudre,7/7+,0
Coup de Foudre - Extensie,8+,0
Notre Poule dans Votre Cour,9/9+,0
Pour l'Amour de Ma Vie,9-/9,0
Vocea Erectoratului,10-,0
Topless,10/10+,0
Muza,9+,0
Van Gogh,9/9+,0
Crochiu,9-/9,0
Stagion,9/9+,0
Cantofabula,10/10+,0
Facem,8-/8,0
Țiganiada,9-/9,0
Roads Are Bad for Selfish Climbers,9-/9,0
Troia,10/10+,0
El Condor Pasa,10/10+,0
Shortcut,8+,0
Easy Ride,8+,0
Terminator,9-/9,0
Terminator - Extensie,10-/10,0
Welcome to the Jungle,8+,0
High Tech,10-,0
Part of the Trip,,0
Castor,7,0
Dansând în Ploaie,8,0
Palma,8+,0
Pic,8+,0
Poc,8+,0
Brita,7/7+,0
Paxi,7,0
Lolec,6,0
Bolec,6,0
Bifați vă rog,7-,0
Filă,6,0
No More Tears,9/9+,0
Rock'n Fall,9-/9,0
Plexiglass,7/7+,0
Inox,9-,0
No Remorse,10-/10,0
Rest in Pieces,9/9+,0
Flying Mouse,8/8+,0
Megatron,,0
Joe,,0
Moe,,0
Hydra,,0
Fink Pink,,0
Chop Dog,7/7+,0
Slick Dick,7/7+,0
Rent Boy,8-/8,0
Dark and Hungry God,9-,0
Areted Development,10-/10,0
Odihnă și Tratament,7+/8-,0
Levitation,9/9+,0
Olandezul Zburător,10-,0
E Pericoloso Sporgersi,7,0
Parkinson,7/7+,0
Butthead,5+,0
Miermurele turbat,7-,0
Mickey Mouse,7/7+,0
Dumbo Love,6+,0
Duffy Duck,6,0
Miss Piggy,,0
"Puf, the Magic Dragon",7+/8-,0
Le Mensonge du Gourou,10/10+,0
Bambi,7,0
Cum Fu,8,0
Patinoar,8,0
Ninja Habbit,,0
Șopârla Aurie,,0
Himera,9-,0
TNT,7/7+,0
Cordaciul Sandei,8-/8,0
Giri,9/9+,0
See Sun Plaza and Die,10/10+,0
Star Wars,9+,0
Waiting for Americans,10/10+,0
Chipped A Venit Iarna,10-/10,0
Simurg,10-/10,0
Vis de Pensionar,10-,0
Kralizec,10-,0
Exil Interior,9+,0
Oxyjohn,9+,0
Blanca,10+,0
Aerobic for Asthmatic,9+,0
Balaurul,8,0
Seek and Destroy,9+,0
Fiul Ploii,7/7+,0
Pumnul de Fier,7+,0
Fata Morgana,8-,0
Sânge și magneziu,7,0
The Fuck of the Century,8-,0
Chidi Gura! A!,7,0
Bella Russa,8-/8,0
Mo,8,0
Mâini,8,0
Turbo Lover,9-/9,0
Sika Power,10+,0
Somebody Stop Me!,9/9+,0
Heavy Duty,9/9+,0
Orgasm de basm,9+,0
Forge Cocs Total,10-,0
Down to the Ground,9/9+,0
Jumpin' at the Shadows,9-/9,0
Thunderstruck,6+,0
Buza Dulce,7,0
I Made This,7,0
Vertical S,8-/8,0
The Jack,7,0
Ugly Duck,8,0
Arcudemicus,9-/9,0
Super Duck,9+,0
Power Flower,8-/8,0
Turn Around,8+,0
Turn Me On,9/9+,0
Burduf,7/7+,0
Camembert,8+,0
Rochefort,8+,0
Schweizer,7-,0
Parmezan,6+,0
Caș,6+,0
Telemea,6,0
Ginseng,8-/8,0
Gerovital,8,0
Cacao cu lapte,6+,0
Vitamina C,9-,0
Calciu,8-,0
Magneziu,7,0
Zdrangalanga,8,0
Hopa Hop,8-/8,0
Cha-Cha-Cha,7/7+,0
Tavanul Suspendat,8,0
Hornul Friabil,6+,0
Pintenul Jandarmului,6-,0
Furnica,7,0
Greierele,7/7+,0
L'abbiamo fatto,6+,0
Traseul Mihai Sârbu,4A,0
Traseul Discordiei,4A,0
Traseul Concordiei,4A,0
Shadow,8+,0
Holteială,8+,0
Irina,8-/8,0
Robocop,,0
Traseul Tavanelor,4A,0
Renașterea,10-,0
Piticul,8,0
Cascada Vânturiș - inferior 1,WI4,0
Cascada Vânturiș - inferior 2,,0
Cascada Izvoraș,,0
Cascada Izvoraș 2,,0
Cascada Izvoraș 3,,0
Cascada Izvoraș 4,,0
Valea Peleșului,1B,0
Traseul 1,,0
Traseul 2,,0
Traseul lui Mitică,,0
Toarta de gresie,,0
Xibalba,7-,0
Fața vestică a Pintenului Văii Albe - Șistoaca vestică,2B,0
Fața vestică a Pintenului Văii Albe - ieșire în Brâna Mare a Coștilei,3B,0
Muchia Pintenului Văii Albe,4A,0
Fața sud-estică a Pintenului Văii Albe,7- 5B,0
Traseul Dinamo '69,6+ - 7+ A1 5B,0
Fisura Verde,6+ A1 5B,0
Fisura Albă,7 6A,0
Tărâmul Celălalt,,0
Fisurile Centrale,6 4A,0
Traseul XX,,0
Traseul Central,5B,0
Fisura Uitată,5B,0
Muchia Brânelor,6 5A,0
Just another fucking day,7+ - 9- A0 7A,0
Traseul Speranței,9- A1 6B,0
Ultimatum,7A,0
Memorial Emilian Cristea,7 A1 7A,0
Căruțul cu rotile,10-/10,0
Cetatea Eternă,7A,0
Fisura Albastră varianta Cristea,6+/7- A0 6A,0
Prințesei,7+ 6A,0
Sărutul Pământului,3 7A,0
Diedrul Pupezei,6+ - 7+ A0 6A,0
Diedrul Pupezei - varianta originală,7+ 6A,0
Fortis Fortuna Adiuvat,7+ R3,0
Bator și Fefeleaga,6- 4A,0
Tremurici,7+ A0 5A,0
Fisura cu Brâne,,0
Traversarea Peretelui,5B,0
Hornul din Blidul de sub Streaşină,4A,0
Muchia Blidului Uriașilor,4A,0
Fața nord-estică a Blidului Uriașilor,4B,0
Hornul din Blidul Uriașilor,3B,0
Muchia Hornului din Blidul Uriașilor,5A,0
Fisura Sudică din Blidul Uriașilor,4B,0
Tavanele din Peretele Brânei,4B,0
Traseul Dinamo,5A,0
Muchia din Santinela Blidului Uriașilor,4B,0
Muchia din Găvanul Mare,5A,0
Fisura din Peretele Găvanului Mare,5A,0
Traseul Viespilor din Găvanul Mic,5A,0
Traseul Moş Gelepeanu,3B,0
Hornul Vulturilor,5 - 6+ A0 3A,0
Surplombelor,7+ A0 4B,0
Piticot,8 A0 5B,0
Fisura Policandrului,6 - 8- A1 5B,0
Fluturele de Piatră,6+ - 8- A1 5B,0
Eneida,7- - 8- A0 5B,0
Exordium Ex Abrupto,9- A1 6A,0
Narcisiada,8+ 5B,0
Creasta Vulturilor,7 A0 3B,0
Surplomba cu Pendul,7- A0 4A,0
Domn Dan,7+/8-,0
Șoricelul,7+/8- 5B,0
Pasărea cu Barbă,7 5B,0
Noua Dictatură,7- - 8 A0 5A,0
Love Hearts,8-,0
Abyssus Inexpugnabilis,9/9+,0
Hardy,8- A0 5B,0
Mizantrotheosis,7+ - 9+ A0 5B,0
Flamura Roșie,6+ A0 3B,0
Veveriţa,8- 3B,0
Bursucul,3A,0
Iliada,M6,0
Traseul lui Ionel,,0
The Jack,7+,0
Revelion '74,2B,0
Scări în Flăcări,9-,0
Pula și Căciula,8+,0
Penis Captivus,8+,0
Mareşalul Antonescu,7+/8-,0
Degringolada,7-,0
Prostituţia,8+,0
Odiseea,8-,0
Lynn Dicu,7/7+,0
Vertical Limits,7-,0
Șmecher,6+ - 7 A0 5B,0
Galiani,6+ - 7+ A0 5B,0
Cezar Vărgulescu,6+ - 8- A0 5A,0
Hornul din Peretele Coștilei,5 2B,0
Muchia din Peretele Coștilei,6+ A1 4A,0
Fisura în Y,7- A1 5A,0
Scorpionul,7- - 7+ A0 6A,0
Andrei Ghițescu,7- A0 5A,0
Traversarea Peretelui Coștilei,3A,0
Scăpărici,7+ - 9- A0 7A,0
Bebe și Mircea,7 A1 6A,0
Fisura Mare,7- A1 5B,0
Fisura Sudică,3A,0
Domn' Profesor,7- A0 4A,0
Tavanele de Argint,4B,0
Hornul Mare,6+ A0 4B,0
Vis Suspendat,6 A2 IFAS:TD,0
Profesor Oncescu,4+ A0 4A,0
Flamingo,7 - 8 A0 6A,0
Traseul Central,7- - 8 A1 5B,0
Marele Tavan al Gălbinelelor,4 A1 5A,0
Furca Dreaptă,6+ A0 5A,0
Surplomba Centrală,4A,0
Marea Surplombă - varianta cu ieșire în Creastă,6+ A2 4A,0
Marea Surplombă - varianta originală,6+ A2 4A,0
Extrema Vestică,4B,0
Traversarea Peretelui Gălbinelelor,4A,0
Fisura Gălbinelelor,6+ A0 3A,0
Fisura Scoruşilor,2B,0
Traseul Șoimilor,4A,0
Fața Nordică,3A,0
Creasta Estică,2B,0
Rozalia,3A,0
Cocostârcul Albastru,7- 4A,0
Hornul Agăţat,4A,0
Memorial Dan Dariescu,7+/8-,0
Midi,4A,0
Floarea de Nu mă uita,3B,0
Traseul Beldie-Manof,1B,0
Surplombelor,5A,0
Progresul,3A,0
Ştiinţa,4A,0
Fisura Sudică,7- 3A,0
Hornul Central,2B,0
Traseul 9 Mai,4B,0
Traseul Pinului,4B,0
Vâlcelul Suspendat,2A,0
Hornul Liliecilor,3A,0
Locomotiva,3B,0
Traseul Viespilor,4A,0
Fisura Santinelei Văii Verzi,4B,0
Tavanele Santinelei Văii Verzi,5B,0
Traseul Cerbului,5B,0
Hornul Mare al Țapului,4A,0
Surplombele Țapului,5A,0
Fisura Țapului,3A,0
Vâlcelul Blidului Uriașului,1B,0
Circurile Văii Albe,1A,0
Vâlcelul Stâncos,1A,0
Vâlcelul Policandrului,1B,0
Vâlcelul Uriașului,1B,0
Vâlcelul Santinelei,,0
Vâlcelul Mălinului,1B,0
Brâul de Sus,1A,0
Brâul de Mijloc,1B,0
Brâul cu Jnepeni,1A,0
Conexion facile,9/9+,0
Conexion dificile,10-/10,0
David,,0
Aroma del Café,10+,0
Angry birds,9-/9,0
Very safe,9-/9,0
To be or not to be,9/9+,0
Active user deactivated,9-,0
Marele Alb,8+,0
The Real Bald,,0
D.C.,7+/8-,0
Ol Legai,8,0
Etre libre,7/7+,0
Black Sands,9/9+,0
Muchia lui Frodo,9-,0
Hobbitul,8+,0
Ilinca,9/9+,0
Hooligans,9+,0
Good luck Mr. Gorsky,9-,0
Gavrilă,9/9+,0
"Nu mi-e frică, nu mi-e frică de Balauru",7/7+,0
Thor,8+,0
Odin,9-,0
Le schmilbic,,0
White Dream,10/10+,0
Sweet dreams are made of this,10-/10,0
The Illusionist,10+,0
Puterea Ursului,9-,0
Vizuini,9/9+,0
Crevasa,6+,0
Yoyo,7+/8-,0
Black Dreams,10+,0
San Francisco,11/11+,0
Cascada Magheru,,0
Cascada Valea Spumoasă,,0
Fisura de la Scări,7 A0 4A,0
Cascada Caraiman,,0
Traseul Direct,5B,0
Traseul Central,5B,0
Floarea de Colț,5A,0
Traseul Frontal,4B,0
Hornul de la Portiță,2A,0
Anotimpurile,6 A3 5B,0
Muchia Mare a Portiței,6 2A,0
Fisura Galbenă,4A,0
Fisura lui Roşculeţ,3B,0
Vârful şi Creasta Picăturii,5 IFAS:AD 3A,0
Brâul Mic al Caraimanului,1A,0
Vâlcelul Dracilor,1B,0
Vâlcelul Cuminte,1B,0
Vâlcelul Țițeica,1A,0
Valea Spumoasă,1A,0
Vâlcelul Înspumat,,0
Vâlcelul Izvorului,1A,0
Vâlcelul de sub Portiță,1B,0
Brâul Diagonal,1B,0
Vâlcelul Uriașului,1B,0
Spintecătura Văii Seci,1B,0
Spălătura Văii Seci,2A,0
Brâul lui Rafail,1A,0
Brâna Turnului,1A,0
Brâul Canionului,1A,0
Vâlcelul Marelui V,2B,0
Traseul Frontal,4A,0
Traseul Clasic,2B,0
Traseul 1,4A,0
Traseul 2,3A,0
Traseul Fomino,,0
Fisura din Fața Înaltă,4B,0
Fisurile de aur,7 5A,0
Căutătorul de Aur,5B,0
A XXX-a Aniversare,A1 5A,0
Traseul 2,,0
Traseul 1,,0
Miorița,7+/8-,0
Ciobănașul,7+/8-,0
Gemenii,4B,0
Vrabia,,0
Rândunica,8+,0
Vrăjitoarea din Prăpăstii - Extensie 1,8+,0
Vrăjitoarea din Prăpăstii - Extensie 2,10-/10,0
Soldatul Necunoscut,7/7+,0
Image de Toi - Extensie,8+,0
Hilti Dance - Extensie,8+,0
Schweizer,7/7+,0
Schweizer - Extensie,10-/10,0
Chiti,9/9+,0
Escrava Isaura,8+,0
Marimar,7/7+,0
Pascu,8,0
Happy biceps to you,9/9+,0
Gepeto,8+,0
Pin-Pin,8+,0
Foca,7-,0
Ghost dog,8,0
New Beginning,6+,0
Andropause,8+,0
Menopause,9-,0
Manitu,7/7+,0
Coyote,10-,0
Sirius,7/7+,0
Rodeo,8-/8,0
Traseul Torpedo,5B,0
Acul Prăpăstiilor,5A,0
Traseul Mesteacănului,5A,0
Traseul Carpați,5A,0
Traseul Alveolelor,4B,0
Fisura Întreruptă,4B,0
Creasta Treptelor,4B,0
Diedrul Suspendat,4B,0
Diedrul Verde,5A,0
Creasta Umbrită,4A,0
Creasta Scorușului,3B,0
Traseul Capra Moartă,3B,0
Traseul Coama Verde,3B,0
Creasta Însorită,3A,0
Kamikaze,4A,0
Vâlcelul Spânzurat,2A,0
Vâlcelul Cantuniari,2A,0
Albișorica,,0
Brâul Gemenelor,,0
Micuța Alexia,7+/8-,0
Mr. Bean,9/9+,0
Regen Mouse,6+,0
Grabovschi,7+/8-,0
Fallen Art,10-/10,0
Goosfaba,10-,0
Wall-y,9/9+,0
A la Grec,8-/8,0
Traseul Frontal,4B,0
Zbor deasupra unui cuib de cuci,9-/9,0
Fisura,4A,0
Bernard,8,0
Oscar,8,0
Fața Ascunsă din Valea Muierii,5B,0
Fisura din Fața Cascadelor,5B,0
Nicu,3A,0
Paul,3A,0
Cami,3B,0
Costi,3B,0
Benone,6-,0
Gabriela,8-/8,0
Bobel,8-/8,0
Ioana,6+,0
Geo,7-,0
Iulian,2A,0
Traseul Scurt,5+,0
T.T.,5A,0
T.T. - variantă,4A,0
Traseul Central,5A,0
Fisura Întreruptă,5A,0
Traseul Cerbul din Santinela Cheilor Dâmbovicioarei,4A,0
Fața Crăpată,3B,0
Creasta Santinelei Cheilor Dâmbovicioarei,3B,0
Hornul Vânat din Lunca Bomboșoaiei,4B,0
Fața din Lunca Bomboșoaiei,4A,0
Creasta Pinilor,4A,0
Fisura Grotelor,4A,0
Hornul Suspendat,3A,0
Creasta din Colțul Vlaicului,3A,0
Marele Diedru din Fața Lutului,5B,0
Adriana,5 A3 4A,0
Traseul Dublu,,0
Liliacu Sălbatic,4B,0
Adrian,3B,0
Fisura Întreruptă,4B,0
Traseul Hoinarilor,4B,0
Dinamo,5A,0
Surplomba Mare,4B,0
Traseul Șoimilor,5A,0
"Marele ""S""",5A,0
Fisura Centrală,5A,0
Traseul nr. 1,5A,0
Beatrice,5A,0
Traseul Memorial '77,5A,0
Gemenii,5A,0
Fisura Ruginei,4B,0
Traseul Prieteniei,4A,0
Traseul Creația,4A,0
Traseul Garofiței,4B,0
Creasta Soarelui Apune,3A,0
Traseul Salamandrei,3B,0
Traseul Ursului,3B,0
Creasta Soarelui Răsare,3B,0
Traseul Ruxandra,7+/8- A2 4B,0
Centenarul Independenței,A2 - 3 4B,0
Traseul Prietenia lui Simson,A1 6A,0
Traseul Central,A2 - 3 5B,0
Traseul Finala '68,A2 4B,0
Reuniunea Alpină '89,3A,0
Euthanasia,{FR} 7c,0
Fete de Fete,7-,0
Bagă Dreapta,7/7+,0
Albinuța,8,0
G-Force,10-,0
Breakdance,10-,0
Mambo,9-/9,0
Dirtydance,8+,0
Rockada,9/9+,0
Asfalt Tango,9-/9,0
Painkiller,10-,0
Overdoze,10-,0
Chipped Burtoflex,10-/10,0
K2,8- A0 4A,0
Matrix,9/9+,0
Adelante,9-/9,0
Insomnia,10-/10,0
Supernova,9+,0
Nova,9/9+,0
Stairway to Heaven,8-/8,0
Chic,9+,0
Traseul Olimpic,A1 4B,0
Traseul Fecioarei,A2 - 3 5A,0
Fresh & Free,9-/9,0
Scorpionul,7+,0
Lucky Strike,9/9+,0
Hornul cu Fereastră,2B,0
Creatina,10-/10,0
unknown,,0
Ecstasy,10-,0
Fair Play,10-,0
Murphy’s Law,9-/9,0
Carolina,8+,0
unknown 2,9/9+,0
unknown 3,9-/9,0
Traseul Casiopeea,5A,0
La Vita e Bella,{FR} 6c+,0
La Vita e Piu Bella,{FR} 7c+,0
Amore Mio,{FR} 8a+,0
La Luna Nera,{FR} 8a,0
Cătălina,{FR} 6a+,0
Forever Young,{FR} 6a+,0
Floare de Colț,,0
Dark,,0
Tom Degeţel,,0
Creasta Ienuperilor,3B,0
Creasta Frumoasă,3B,0
Fața Mare din Hornul Roșu,5 A1 3B,0
Traseul Mic,3B,0
Creasta Ascuțită,,0
Fisura lui Pește,A2 4B,0
Karmeliet,10-,0
Duvel,10-,0
Maricica,8+,0
Minim,10-,0
Leffe Blondă,8-/8,0
Leffe Brună,,0
Svea,9-/9,0
Maxim,,0
Viktor,9/9+,0
Emma,10-,0
Marius,10/10+,0
Amber,9,0
Traseul Vestic,3B,0
Tabacco Road,{FR} 7a+,0
Floare de Colț,{FR} 6b+,0
No More Spaghetti,6-,0
White Christmas,A1,0
Traseu,6 A0,0
T. N. T.,{FR} 6a,0
Dune,{FR} 7a,0
Mamba,{FR} 6b+,0
Feel Inspired,{FR} 7c,0
Noblesse Oblige,{FR} 7b+,0
Bavareza,{FR} 6a,0
Tarantula,{FR} 7a+,0
We Come One,{FR} 8a+,0
Cuib de Șoim,{FR} 6a,0
Anaconda,,0
Suspans,{FR} 7c/c+,0
Fire In The Hole,{FR} 7b,0
Senzații,{FR} 7a+,0
Tensiune,{FR} 7a/a+,0
Alpinet,{FR} 6b+,0
Turnul din Pisa,{FR} 6a+,0
Strong Enough,{FR} 7b+,0
Kataklisma,{FR} 7a+,0
Pokemon,{FR} 6a+,0
Danonino,{FR} 6b,0
Cotețul,{FR} 7a+,0
Infinity,{FR} 7b,0
Harmony,{FR} 6b+,0
Fantasy,{FR} 6c,0
Clasa Muncitoare,{FR} 6a+,0
Hamei,{FR} 7c+,0
Dabb,{FR} 7a+,0
Halbă,,0
Tuborg Strong,{FR} 8a,0
Ciroză,{FR} 8a+,0
Tendinită,{FR} 8a,0
Delirium tremens,{FR} 7c/c+,0
Alzheimer,{FR} 7c,0
Yulunga,8+,0
The Big Blue,9/9+,0
Talk is Cheap,9/9+,0
No Siesta,8,0
Come Back,8-,0
Muppets Show,8+/9-,0
Clean Cut,8,0
Black Box,8-,0
Momente,10,0
U-Turn,8,0
Breathless,9+,0
Fisura Roșie,6+/7-,0
Out of the Sticks,8-,0
unknown,6,0
Faith,7,0
You and I,7-,0
Somebody,7+/8-,0
Forever young,6-,0
Quanti anni so?,7,0
unknown 3,5+,0
Via Ferrata - Piticot,A,0
Balconul Veverițelor,6+ 3A,0
Spit 1,7+,0
Spit 2,7+,0
Cameleonul,5+,0
Spit 3,7-,0
Traseul cu Furnici,5+,0
Spit 4,7-,0
Urechile Iepurașului,4+,0
La nuci,,0
Alpi,8-,0
Carpații Occidentali,8-,0
Traseul de la Peștera Ungurului,2B,0
unknown,,0
Up from Water,A3,0
Sabrina,9-,0
Trăznilă,8-,0
Arsuri de gradul 8,8,0
Villam,7+/8-,0
Blitz,7-/7,0
High Voltage,7,0
Schokatu,7/7+,0
Flash Gordon,7-,0
Kondenzator,9-,0
Van der Graaf,,0
Dinrect,7,0
Quasar,7/7+,0
Nova,7+,0
Ursa,7+,0
Pulsar,8+,0
Andromeda,8+,0
Eclipsă,9-,0
Nebuloasă,9-,0
La premiere promenade,7/7+,0
Hora Unirii,7+,0
Sirtaki,7+,0
Macarena,8,0
Passo doble,9,0
1 înainte - 2 înapoi,10-,0
Feciorească,8,0
Maneluță,8+,0
Balet radiofonic,9+,0
Mambo nr 5,7/7+,0
Haka,8-,0
Hipoberemia,8+,0
Infarct,8,0
Bou cu tztze,8+,0
Tromboza,7,0
Prolaps,7+/8-,0
Morbu lu Pett,7/7+,0
Roșu'n gât,7/7+,0
Osteoporoză,9+,0
Potop,9-,0
Mătreață,9-,0
Jagermeister,9,0
Bekspirație,10,0
Full HD,9+,0
Cefaleea,9,0
Face to face,9-,0
Jaf armat,8+,0
Taxi,8+,0
Atentat,9+,0
Ortu popy,9+,0
Dead end,9-,0
Apocalipsă,8/8+,0
Pechinezu sălbatic,9-,0
Made in China,9,0
Colbaz,7,0
Eros Pista,6,0
Acces topuri,2,0
Elixir,8+,0
Bombă cu ceas,8/8+,0
Ciordeală,8,0
Camuflaj,7+,0
Capcana mercenarilor,8-,0
Acupunctură secuiască,7/7+,0
Castor,7+,0
Cain,8+,0
Abel,7,0
Pink Bull,9,0
Refelaţie,9+,0
Magna Charta,8,0
Fulg jegos,7,0
MILF,7+/8-,0
Dom Quijote,9+,0
Yellow Poison,7+/8-,0
Black Antidot,7+,0
Intermezzo,7-,0
Hambar 18,7+,0
Ipso Facto,7/7+,0
Harakiri,7+/8-,0
Ruin and Misery,7-,0
Zmishu,9-,0
Mocănița,7+,0
Zăpăcitu,8+,0
Periuța,8+/9-,0
Țugulanu,9-,0
★★★ Baciu,8/8+,0
Iobagu,9+,0
Perceptoru,7+,0
Dijma,7,0
Moșieru,7+,0
Răscoala,7/7+,0
Judele,8-,0
Gornicu,8/8+,0
Fugaru,8-,0
Grofu,7,0
Clavicula,6+,0
Sasu,7-,0
Buzatu,7+/8-,0
Unghia,7+/8-,0
Unguru,7,0
Traseu 2,,0
Traseu 3,,0
Traseu 4,,0
Traseu 5,,0
The Rise of Sodom,7,0
Tuta,8-,0
Speri Mata,9,0
Mii de draci,8-/8,0
Hornul Vulturilor,1B,0
Regina Ana,,0
La Tisă,6- A1 4B,0
Peretele Alghinelor,4A,0
Metabo,7,0
Bosch,7,0
Machita,6,0
Lalena,8,0
Mistreated,7+,0
First and Only,8-,0
First Love,8-,0
Temperatură,7,0
Camembert,7,0
Sajt,7,0
Varan,8-,0
Batman,9+,0
Un Creier în Minus,7+/8-,0
Ortacul,8+,0
Lélek Vesztő,8+,0
Lopakodó,8-,0
Patagonia,8-,0
Labirint,7+,0
Foitaş,8-/8,0
Kashmir,,0
Alexandra,7,0
Ficatu Praf,7-,0
Între Pripoane II,7- A1 4B,0
Priponul Mic,7 A1 3A,0
Asta la Vista,8-,0
Oxigen,8-,0
Peretele Caprelor,6+ A1 4A,0
Iedera,7,0
Acvila,7,0
Mosquito,7+,0
Zombi,8,0
Manşa Lungă,7-,0
ATA 2002,7-,0
Ave Caesar,6,0
Calea Durerii,7+/8-,0
Vaja con Dios,8,0
Ave Maria,6+/7- A1 6B,0
Omide,7,0
Dark Web,7/7+,0
Balta Cotită,A2,0
ATA 2000,7,0
Calvaria,6 A1+ 6B,0
Hell's balls,8+ A1,0
Fight for Life,8 A1,0
Premiera '85,,0
Phoenixul de Gheaţă,8-,0
Bălăurici,6,0
Jgheabului,6,0
Rocks,7,0
Go-rilla,7-,0
Go Hard Go Rock,7,0
Go-Gosch,7+,0
Go-Start,8-,0
Gorgonzola cu nuci,,0
Gonoree și ciuperci,6-,0
Diedrul Porumbeilor,7+ A1 5B,0
Gomora,A1+,0
Golander,9-/9,0
Peretele Porumbeilor - varianta directă,8- A1 5A,0
Creasta Cocoșului,5 3A,0
Școala Clujeană,5,0
Școala Clujeană - Variantă,6+,0
Școala Clujeană - Variantă 2,5,0
Solidaritatea,5A,0
Imaginaţie,A2+,0
Zoli Ur,8,0
Surplomba Prieteniei,A1+,0
Judecata de Apoi,7- 5B,0
Hastanc,8+,0
★★ Négy Muskétás,8-,0
Mâncătorii de Ziduri,7+,0
Á la Grec,9+,0
Attikis,8-,0
Rodon,7+,0
Bavarezelor,6+,0
Echos,7+,0
Extazia,7+/8-,0
Hysteria,8+,0
DC,7+,0
Long way...,9,0
...to the top,8+,0
Mămăliga,7-,0
★★★ Pink Witch,8-,0
Tentaţia,7,0
Revelaţia,10,0
Drumul lui Cuc,8+,0
Abandon,7,0
French free,9-,0
Zburătorul direct,,0
Cirus,7+,0
Mariquita,8-,0
Hirax,9,0
Traseul Dan Pulea,,0
Masai,7+,0
Eden,7,0
Muşăţăl,5+,0
Rasa,5+,0
Bulbuci,5,0
Ploşniţa,6-,0
Narcisa,7,0
Floarea Soarelui,7,0
Deep Water Soloing,6-,0
Patrocle,A2,0
Free Zone,6,0
One,9,0
Beautiful Day,7,0
Hevia,7+,0
Traverseu,7-,0
Repedes Nyom,7+ 4B,0
Hullámvasút,8+,0
Hexoral,10,0
For Friends,7+,0
Rites,8-,0
Boglárka,7,0
Mămăruţăpisi,7+,0
New Age,8-,0
Traseu,8+,0
Susnumitul,8+ A1 4B,0
Singuratic,7,0
Variantă Susnumitul,4B,0
Grota Sanşil - varianta cu ieşire în creastă,6+ A1 3B,0
Surplomba Sanşil,7 A1 4A,0
Fehér Macska,7+,0
Fekete Macska,7+/8-,0
Akandur,8-/8,0
Regele Carol al II-lea,6+,0
Dark Side,7+/8-,0
Art of Aid,A4,0
Hypnos,A2,0
Vis gri închis,7/7+,0
Cocota de munte,9+,0
Backslash,7+,0
Primată deprimată,9,0
Călătorie Psihedelică,8+/9-,0
"Eu, Cumințenia Pământului",10-,0
Nesimțirea absolută,7-,0
"Fifi, furnica",7,0
Gri Gri,7-,0
Tam Tam,8-/8,0
"La, la, la, Laci",8-/8,0
Cucu,8-/8,0
Tyo-tyo,7,0
Gheena,8-,0
Metalul,8+ A1 4B,0
Brăduţ,5A,0
Pajura,4B,0
Peretele Suurime,7+ A1 5A,0
Vietnamezul,3A,0
Chelbos,8,0
Scârbos,8-/8,0
Imi,9-,0
Hazard Bio,9/9+,0
Şogor,,0
Morcov,4B,0
Maya,7+,0
Nuk,9+/10-,0
Baila,9,0
Del Maricon,10,0
Colțișor,,0
Kedeino,10,0
Ciutricip,8,0
Ștraf,8-,0
Scorbaci,8,0
★ Piranda,8-,0
★ Mo cabrio,10,0
Traseu,7,0
Traseu 2,8-,0
Traseu 3,8+,0
Frumoasa,8+,0
Chestia,8+/9-,0
Hain,9+,0
Crackul,7,0
22 - 25 Septembrie,7-/7,0
Studio '69,6+,0
20 cm.,5+,0
De Doi Bani,5+,0
Oo,4,0
Maxim,4-,0
Fără Număr,4-,0
Terry Singur,7+,0
Doar Tu,7-/7,0
Gland of Bob - variantă stânga,7+,0
Marley,7,0
Kacsa,8,0
Pastor of Muppets,7,0
Săpătură,8-/8,0
Săpătură - variantă stânga,7,0
Mușchiuleț,8-,0
Tu și Terry,7,0
Kriciu,8-,0
Furnicile Roşii,5+ 4A,0
Diedrul Rozei,5+ 4A,0
Traseu 1,7,0
Traseu 2,7,0
Dance for Three,5+ A1+,0
Diedrul Cafeniu,8-,0
Fisura Laterală,7,0
Ugly,6,0
Kid,8-,0
Joe,7,0
Vidruţ,5 4A,0
Sorin,7,0
Fisura Tisei,,0
Sierra Maestra,8 5A,0
Creasta Veveriţei,6 4A,0
Crucii,3B,0
Umărul de Sus,5+ 3B,0
Memorial Emilian Cristea,7+ 4A,0
Teolei,6 3B,0
Traseu,,0
Varianta pe Fisură,6,0
Amuculatorul,7+/8-,0
Burn,8-,0
Bronx,8+/9-,0
La Bolovan,6-,0
Naşu,9,0
Nănaşu,,0
Hornul cu Spini,5- 3B,0
Arcadei,8+ 5A,0
Sicamore,8-,0
Traseu,7+,0
Blândul Ben,6+,0
Garfield,6+,0
Eliberării,5 4A,0
Universitatea 4,6- 4B,0
Universitatea 3,5+ 4A,0
Universitatea 2,7+ A1 4B,0
Universitatea 1,7+ 5A,0
Diedrul Galben,6- 3B,0
Școală,3+ 2A,0
Verde,6+ 4B,0
Răsărit,6+ 5A,0
Memorial Mişi Szalma,7+/8- 5A,0
Fraţi de Cruce,7+ 5A,0
Viperei,6+ 4B,0
Halmagyi,7- 5A,0
Trandafirul Sălbatic,8/8+ 5B,0
Hornul Bogza,7+ 5A,0
Ultimul Piton,8 4B,0
